time,wx,wy,wz
12.737782955169678,-0.16,0.26,-0.02
12.757482051849365,-0.09,0.15,-0.02
12.759943962097168,-0.09,0.15,-0.02
12.766767024993896,-0.05,0.22,-0.0
12.778156995773315,0.01,0.34,0.04
12.786529064178467,0.06,0.46,0.1
12.796571016311646,0.12,0.56,0.15
12.80650806427002,0.16,0.64,0.19
12.816654920578003,0.2,0.65,0.23
12.82704496383667,0.24,0.58,0.26
12.852783918380737,0.32,0.24,0.27
12.854671955108643,0.32,0.24,0.27
12.857880115509033,0.38,0.05,0.25
12.866153955459595,0.45,-0.09,0.21
12.87621784210205,0.5,-0.14,0.15
12.885993957519531,0.58,-0.1,0.1
12.895941019058228,0.64,0.01,0.04
12.906126976013184,0.68,0.12,-0.0
12.916140079498291,0.68,0.17,-0.03
12.92644214630127,0.64,0.13,-0.04
12.952822923660278,0.42,-0.07,-0.05
12.954581022262573,0.42,-0.07,-0.05
12.958184957504272,0.26,-0.15,-0.05
12.965556144714355,0.08,-0.19,-0.04
12.976894855499268,-0.11,-0.17,-0.03
12.985283851623535,-0.28,-0.09,-0.03
12.995246887207031,-0.43,0.03,-0.02
13.005517959594727,-0.53,0.15,-0.02
13.0154390335083,-0.58,0.25,-0.02
13.025285959243774,-0.58,0.3,-0.02
13.036104917526245,-0.54,0.29,-0.03
13.057292938232422,-0.37,0.18,-0.06
13.058734893798828,-0.37,0.18,-0.06
13.064878940582275,-0.27,0.1,-0.08
13.075870037078857,-0.16,0.03,-0.09
13.084995031356812,-0.07,-0.03,-0.1
13.094953060150146,0.01,-0.07,-0.09
13.105027914047241,0.08,-0.09,-0.09
13.11471700668335,0.12,-0.07,-0.09
13.125505924224854,0.15,-0.0,-0.09
13.153018951416016,0.18,0.2,-0.09
13.154984951019287,0.2,0.24,-0.08
13.157449007034302,0.2,0.24,-0.08
13.164345979690552,0.22,0.18,-0.07
13.174890995025635,0.22,0.04,-0.04
13.184433937072754,0.2,-0.14,-0.02
13.194304943084717,0.18,-0.3,0.0
13.204503059387207,0.17,-0.37,0.02
13.214157104492188,0.15,-0.31,0.01
13.224672794342041,0.1,-0.15,0.01
13.251922130584717,-0.03,0.22,-0.02
13.253954887390137,-0.11,0.3,-0.04
13.25657606124878,-0.11,0.3,-0.04
13.263893127441406,-0.19,0.28,-0.05
13.275336980819702,-0.27,0.17,-0.05
13.283463954925537,-0.34,0.02,-0.05
13.293578147888184,-0.39,-0.08,-0.05
13.303905963897705,-0.41,-0.11,-0.06
13.313383102416992,-0.41,-0.04,-0.05
13.324115991592407,-0.39,0.1,-0.04
13.35119104385376,-0.29,0.25,-0.01
13.353270053863525,-0.23,0.13,0.01
13.356028079986572,-0.23,0.13,0.01
13.363296031951904,-0.18,-0.04,0.02
13.373743057250977,-0.14,-0.18,0.02
13.38285779953003,-0.1,-0.21,0.02
13.393065929412842,-0.06,-0.14,0.03
13.402787923812866,-0.03,0.0,0.04
13.413070917129517,-0.0,0.14,0.06
13.422897815704346,0.03,0.2,0.08
13.448657035827637,0.08,0.06,0.09
13.450408935546875,0.08,0.06,0.09
13.45378303527832,0.09,-0.08,0.07
13.46246600151062,0.1,-0.18,0.04
13.47345495223999,0.12,-0.19,0.01
13.482281923294067,0.15,-0.1,-0.01
13.49204683303833,0.19,0.03,-0.01
13.502650022506714,0.24,0.13,0.0
13.512402057647705,0.28,0.14,0.03
13.522677898406982,0.31,0.08,0.06
13.547904014587402,0.27,-0.16,0.11
13.549676895141602,0.27,-0.16,0.11
13.5534348487854,0.19,-0.24,0.1
13.562148094177246,0.1,-0.21,0.08
13.572870969772339,-0.01,-0.1,0.05
13.581614971160889,-0.11,0.06,0.01
13.592040061950684,-0.18,0.2,-0.02
13.602105140686035,-0.24,0.27,-0.04
13.611680030822754,-0.27,0.25,-0.05
13.62232494354248,-0.29,0.15,-0.05
13.651867866516113,-0.25,-0.09,0.01
13.654050827026367,-0.25,-0.09,0.01
13.655754089355469,-0.25,-0.09,0.01
13.661295890808105,-0.22,-0.09,0.02
13.671873092651367,-0.16,-0.06,0.04
13.681272029876709,-0.09,-0.0,0.04
13.69117784500122,-0.01,0.08,0.03
13.700940132141113,0.07,0.15,0.03
13.712419033050537,0.12,0.17,0.01
13.720906972885132,0.16,0.16,-0.0
13.747693061828613,0.17,0.05,-0.04
13.749758958816528,0.17,0.05,-0.04
13.752942085266113,0.18,-0.06,-0.06
13.760883808135986,0.18,-0.2,-0.06
13.77162504196167,0.19,-0.31,-0.04
13.780352115631104,0.21,-0.31,-0.03
13.790271997451782,0.22,-0.21,-0.01
13.800697803497314,0.23,-0.03,0.01
13.810422897338867,0.24,0.14,0.03
13.82054090499878,0.24,0.24,0.05
13.845546960830688,0.21,0.1,0.04
13.84770679473877,0.21,0.1,0.04
13.851176023483276,0.17,-0.06,-0.0
13.860403060913086,0.12,-0.2,-0.05
13.870672941207886,0.04,-0.24,-0.1
13.880123138427734,-0.05,-0.16,-0.14
13.889986038208008,-0.13,-0.02,-0.17
13.89959192276001,-0.2,0.13,-0.15
13.910388946533203,-0.24,0.19,-0.1
13.91977310180664,-0.26,0.16,-0.04
13.946162939071655,-0.22,-0.03,0.06
13.94791293144226,-0.22,-0.03,0.06
13.951393127441406,-0.18,-0.09,0.07
13.959614992141724,-0.12,-0.1,0.06
13.970358848571777,-0.06,-0.06,0.04
13.979179859161377,-0.0,0.02,-0.0
13.98935079574585,0.06,0.07,-0.04
13.998963832855225,0.09,0.1,-0.06
14.009358882904053,0.11,0.08,-0.06
14.019094944000244,0.1,0.02,-0.05
14.04450798034668,0.09,-0.16,-0.0
14.046262979507446,0.09,-0.16,-0.0
14.049751996994019,0.08,-0.21,0.01
