time,wx,wy,wz
0.9860329627990723,-0.01,0.02,0.08
0.9940090179443359,-0.03,0.09,0.07
1.002573013305664,-0.05,0.12,0.06
1.0197582244873047,-0.08,0.12,0.04
1.0223031044006348,-0.09,0.11,0.03
1.0322151184082031,-0.08,0.07,0.03
1.043121099472046,-0.06,0.02,0.03
1.0519070625305176,-0.03,-0.04,0.04
1.0619392395019531,-0.01,-0.09,0.06
1.071835994720459,0.02,-0.12,0.07
1.0837430953979492,0.02,-0.13,0.08
1.091994047164917,0.02,-0.12,0.1
1.1052360534667969,0.01,-0.07,0.1
1.122663974761963,0.01,0.03,0.09
1.1258440017700195,0.01,0.03,0.09
1.1320199966430664,0.02,0.04,0.08
1.1428351402282715,0.04,0.03,0.06
1.1519930362701416,0.06,0.02,0.03
1.1616902351379395,0.08,0.02,-0.0
1.1715071201324463,0.11,0.02,-0.03
1.1832430362701416,0.13,0.01,-0.05
1.1914730072021484,0.13,-0.03,-0.06
1.2021169662475586,0.13,-0.06,-0.05
1.2193121910095215,0.11,-0.08,-0.03
1.2219271659851074,0.07,-0.07,-0.01
1.2317540645599365,0.02,-0.05,0.02
1.2416040897369385,-0.03,-0.03,0.04
1.2516679763793945,-0.06,0.0,0.03
1.2626590728759766,-0.07,0.03,0.01
1.2717390060424805,-0.06,0.06,-0.01
1.2843241691589355,-0.03,0.09,-0.02
1.2914209365844727,0.02,0.11,-0.03
1.3035991191864014,0.06,0.1,-0.02
1.3217730522155762,0.13,0.02,0.02
1.3239431381225586,0.13,0.02,0.02
1.331362247467041,0.14,-0.04,0.04
1.341156005859375,0.13,-0.1,0.05
1.3513031005859375,0.11,-0.14,0.05
1.3610329627990723,0.07,-0.14,0.04
1.3709092140197754,0.04,-0.11,0.01
1.3828749656677246,0.0,-0.06,-0.01
1.3935141563415527,-0.03,0.0,-0.03
1.4011640548706055,-0.05,0.05,-0.04
1.4217250347137451,-0.05,0.09,-0.02
1.4232659339904785,-0.05,0.09,-0.02
1.4311542510986328,-0.04,0.08,-0.01
1.4413371086120605,-0.02,0.06,0.0
1.4509539604187012,0.0,0.03,0.0
1.461069107055664,0.02,-0.0,-0.01
1.4706940650939941,0.04,-0.05,-0.03
1.4844989776611328,0.05,-0.09,-0.05
1.4907941818237305,0.07,-0.11,-0.05
1.50309419631958,0.1,-0.09,-0.04
1.5128090381622314,0.11,-0.07,-0.02
1.5305829048156738,0.12,0.02,0.01
1.5328450202941895,0.12,0.02,0.01
1.5410232543945312,0.11,0.06,0.02
1.5508980751037598,0.09,0.08,0.01
1.5605881214141846,0.07,0.08,-0.01
1.5702080726623535,0.07,0.08,-0.03
1.5805859565734863,0.07,0.07,-0.05
1.593156099319458,0.08,0.07,-0.07
1.6006789207458496,0.07,0.05,-0.08
1.617798089981079,0.07,0.02,-0.09
1.6204051971435547,0.06,-0.0,-0.07
1.6305820941925049,0.05,0.01,-0.05
1.6404881477355957,0.05,0.04,-0.03
1.6506381034851074,0.06,0.07,-0.02
1.6602811813354492,0.06,0.1,-0.02
1.6701281070709229,0.07,0.12,-0.03
1.6804242134094238,0.06,0.11,-0.03
1.69242525100708,0.04,0.11,-0.03
1.7008960247039795,0.02,0.12,-0.01
1.7188501358032227,0.0,0.14,0.02
1.7216649055480957,-0.03,0.16,0.05
1.7304151058197021,-0.06,0.16,0.08
1.7399511337280273,-0.11,0.15,0.11
1.7502551078796387,-0.15,0.12,0.12
1.7600059509277344,-0.17,0.08,0.11
1.7702569961547852,-0.17,0.04,0.08
1.782534122467041,-0.13,0.02,0.04
1.7906379699707031,-0.07,0.04,0.01
1.8027219772338867,0.02,0.1,-0.02
1.820570945739746,0.16,0.19,-0.03
1.8232440948486328,0.16,0.19,-0.03
1.8300209045410156,0.19,0.19,-0.02
1.8400890827178955,0.2,0.18,-0.0
1.8500361442565918,0.19,0.18,0.01
1.859896183013916,0.17,0.22,0.02
1.8696610927581787,0.13,0.29,0.01
1.882568120956421,0.09,0.32,-0.0
1.8927812576293945,0.03,0.27,-0.03
1.9003710746765137,-0.01,0.22,-0.05
1.9182500839233398,-0.04,0.2,-0.07
1.9210381507873535,-0.06,0.23,-0.07
1.9298920631408691,-0.07,0.31,-0.07
1.9396851062774658,-0.1,0.38,-0.05
1.9498271942138672,-0.12,0.38,-0.02
1.9607651233673096,-0.14,0.35,0.01
1.969292163848877,-0.14,0.28,0.04
1.9833390712738037,-0.13,0.21,0.05
1.9904711246490479,-0.1,0.16,0.05
2.001655101776123,-0.03,0.14,0.05
2.0185399055480957,0.15,0.14,0.03
2.020836114883423,0.15,0.14,0.03
2.029360055923462,0.23,0.15,0.03
2.0392870903015137,0.28,0.14,0.04
2.0491909980773926,0.28,0.12,0.05
2.059108257293701,0.26,0.12,0.05
2.069380044937134,0.2,0.15,0.04
2.079900026321411,0.13,0.19,0.02
2.0924911499023438,0.04,0.22,0.01
2.099860191345215,-0.05,0.23,-0.0
2.1177749633789062,-0.12,0.22,-0.01
2.120587110519409,-0.16,0.19,-0.01
2.129241943359375,-0.18,0.16,-0.0
2.1390719413757324,-0.17,0.14,0.01
2.1490750312805176,-0.14,0.12,0.02
2.1589980125427246,-0.1,0.09,0.03
2.1688899993896484,-0.05,0.03,0.04
2.1795620918273926,-0.0,-0.02,0.04
2.1918530464172363,0.05,-0.04,0.05
2.1991710662841797,0.1,-0.01,0.05
2.216331958770752,0.13,0.05,0.04
2.219301223754883,0.15,0.11,0.04
2.2288131713867188,0.15,0.18,0.03
2.238755226135254,0.14,0.19,0.01
2.249056100845337,0.13,0.17,-0.0
2.2587509155273438,0.11,0.11,-0.01
2.268721103668213,0.1,0.06,-0.02
2.278372049331665,0.1,0.03,-0.03
2.2928109169006348,0.11,0.04,-0.05
2.298964023590088,0.12,0.04,-0.07
2.3163111209869385,0.14,0.04,-0.07
2.318671226501465,0.14,0.04,-0.07
2.3286399841308594,0.14,0.01,-0.06
2.3387110233306885,0.13,-0.03,-0.04
2.348814010620117,0.12,-0.08,-0.02
2.358438014984131,0.11,-0.09,-0.0
2.36830997467041,0.1,-0.04,0.01
2.380542039871216,0.09,0.03,0.02
2.390726089477539,0.09,0.12,-0.0
2.398282051086426,0.09,0.18,-0.03
2.4155640602111816,0.08,0.19,-0.04
2.418520927429199,0.04,0.17,-0.03
2.42838191986084,-0.01,0.13,-0.01
2.4385781288146973,-0.04,0.12,0.0
2.4485039710998535,-0.05,0.13,0.01
2.4581551551818848,-0.04,0.17,0.02
2.467905044555664,-0.04,0.21,0.02
2.479316234588623,-0.02,0.21,0.03
2.4885170459747314,0.0,0.17,0.03
2.501559257507324,0.02,0.13,0.04
2.5111401081085205,0.03,0.1,0.04
2.5260262489318848,0.03,0.09,0.05
2.5284481048583984,0.0,0.08,0.05
2.5380680561065674,-0.04,0.09,0.05
2.5479280948638916,-0.08,0.09,0.03
2.557967185974121,-0.12,0.1,0.02
2.567965030670166,-0.15,0.11,0.01
2.577989101409912,-0.17,0.11,0.01
2.587663173675537,-0.15,0.1,0.01
2.6003589630126953,-0.12,0.08,0.01
2.608236074447632,-0.08,0.07,0.0
2.6239471435546875,-0.04,0.07,0.0
2.627718925476074,-0.0,0.07,-0.0
2.63778018951416,0.02,0.05,-0.0
2.6474132537841797,0.02,0.0,-0.0
2.658082962036133,0.01,-0.04,0.0
2.6677169799804688,0.01,-0.05,0.0
2.6790499687194824,0.01,-0.02,-0.0
2.6895699501037598,0.01,0.03,-0.0
2.698184013366699,-0.01,0.06,-0.01
2.7166881561279297,-0.02,0.08,-0.01
2.7180981636047363,-0.03,0.09,-0.01
2.7275352478027344,-0.02,0.11,-0.01
2.7376301288604736,-0.01,0.12,-0.0
2.7475080490112305,0.01,0.09,0.01
2.7572789192199707,0.02,0.05,0.03
2.7672641277313232,0.05,0.01,0.04
2.7776291370391846,0.06,-0.02,0.05
2.7907819747924805,0.05,-0.05,0.05
2.797382116317749,0.03,-0.07,0.05
2.8145110607147217,-0.0,-0.07,0.04
2.8174400329589844,-0.02,-0.04,0.04
2.827285051345825,-0.04,0.01,0.02
2.8369669914245605,-0.04,0.05,0.01
2.8472211360931396,-0.05,0.07,-0.0
2.857208251953125,-0.07,0.06,-0.0
2.867311954498291,-0.08,0.04,0.0
2.8773112297058105,-0.09,0.03,0.01
2.8908071517944336,-0.08,0.01,0.01
2.897305965423584,-0.07,0.0,0.02
2.9161219596862793,-0.05,-0.0,0.02
2.9175572395324707,-0.02,0.01,0.02
2.9269580841064453,-0.0,0.02,0.01
2.937073230743408,0.01,0.02,0.0
2.9467902183532715,0.01,0.02,-0.01
2.956754207611084,0.01,0.02,-0.02
2.9666950702667236,-0.0,0.0,-0.02
2.9767160415649414,-0.0,-0.01,-0.0
2.990839958190918,-0.02,-0.03,0.02
2.9974021911621094,-0.03,-0.04,0.03
3.015799045562744,-0.04,-0.03,0.03
3.0184712409973145,-0.06,-0.02,0.03
3.0269930362701416,-0.07,-0.01,0.02
3.036729097366333,-0.06,0.01,0.02
3.0466361045837402,-0.05,0.03,0.01
3.0565991401672363,-0.03,0.04,0.01
3.066815137863159,-0.01,0.05,0.01
3.078925132751465,0.03,0.05,0.01
3.087632179260254,0.07,0.04,-0.0
3.0969810485839844,0.09,0.02,-0.0
3.1142871379852295,0.1,-0.01,-0.0
3.116992950439453,0.09,-0.05,0.0
3.1266720294952393,0.06,-0.11,0.01
3.136178970336914,0.03,-0.14,0.01
3.1464450359344482,-0.01,-0.13,0.01
3.1565141677856445,-0.04,-0.09,0.01
3.166314125061035,-0.05,-0.02,0.0
3.179659128189087,-0.06,0.05,-0.01
3.18609619140625,-0.05,0.09,-0.01
3.1987240314483643,-0.04,0.09,-0.01
3.218529224395752,-0.03,0.02,-0.0
3.220097064971924,-0.03,0.02,-0.0
3.2260000705718994,-0.03,-0.03,0.01
3.2358832359313965,-0.03,-0.07,0.02
3.246169090270996,-0.02,-0.1,0.04
3.255908966064453,-0.01,-0.1,0.05
3.266301155090332,0.02,-0.06,0.04
3.276250123977661,0.04,0.01,0.04
3.2897391319274902,0.06,0.08,0.03
3.2966480255126953,0.04,0.13,0.02
3.3159470558166504,-0.03,0.12,-0.02
3.3185172080993652,-0.03,0.12,-0.02
3.3262529373168945,-0.05,0.07,-0.02
3.3355002403259277,-0.05,0.03,-0.02
3.346100091934204,-0.03,0.03,-0.02
3.3556010723114014,-0.0,0.02,-0.02
3.367509126663208,0.03,-0.01,-0.02
3.3787450790405273,0.06,-0.06,-0.01
3.388896942138672,0.1,-0.09,0.0
3.396221160888672,0.11,-0.11,0.01
3.413949966430664,0.12,-0.11,0.03
3.4165382385253906,0.1,-0.1,0.05
3.4257071018218994,0.07,-0.07,0.06
3.4355039596557617,0.02,-0.06,0.05
3.4458420276641846,-0.05,-0.05,0.02
3.455562114715576,-0.1,-0.03,-0.01
3.4654030799865723,-0.13,-0.01,-0.04
3.4753432273864746,-0.13,0.0,-0.05
3.488853931427002,-0.1,0.01,-0.04
3.496151924133301,-0.04,0.02,-0.02
3.5151381492614746,0.06,0.07,0.05
3.517604112625122,0.06,0.07,0.05
3.5258190631866455,0.08,0.06,0.07
3.535170078277588,0.1,0.02,0.08
3.5453131198883057,0.1,-0.03,0.09
3.5553030967712402,0.08,-0.06,0.08
3.565974235534668,0.03,-0.08,0.06
3.577700138092041,-0.01,-0.05,0.03
3.587275981903076,-0.04,0.0,-0.01
3.597994089126587,-0.06,0.05,-0.04
3.606328010559082,-0.05,0.08,-0.07
3.621993064880371,-0.02,0.1,-0.08
3.6247549057006836,0.01,0.1,-0.08
3.635111093521118,0.05,0.08,-0.05
3.64542818069458,0.09,0.05,-0.01
3.6548962593078613,0.12,-0.01,0.03
3.666274070739746,0.13,-0.09,0.06
3.6747710704803467,0.13,-0.16,0.07
3.684957981109619,0.11,-0.17,0.08
3.6968579292297363,0.07,-0.14,0.07
3.706341028213501,0.0,-0.06,0.04
3.7219772338867188,-0.07,0.05,0.01
3.7251620292663574,-0.13,0.15,-0.02
3.734744071960449,-0.18,0.21,-0.04
3.7454030513763428,-0.2,0.24,-0.04
3.7545690536499023,-0.19,0.21,-0.03
3.7649240493774414,-0.13,0.17,-0.0
3.7760372161865234,-0.06,0.13,0.02
3.784511089324951,0.03,0.1,0.04
3.7953572273254395,0.12,0.08,0.04
3.8148341178894043,0.22,-0.02,0.03
3.8170762062072754,0.22,-0.02,0.03
3.825003147125244,0.24,-0.06,0.01
3.834545135498047,0.21,-0.07,-0.01
3.844615936279297,0.16,-0.04,-0.02
3.8543739318847656,0.08,0.01,-0.04
3.864924907684326,-0.01,0.06,-0.05
3.877331256866455,-0.08,0.12,-0.06
3.8849072456359863,-0.13,0.17,-0.08
3.8966851234436035,-0.14,0.18,-0.08
3.9152579307556152,-0.08,0.13,-0.06
3.917469024658203,-0.08,0.13,-0.06
3.9244699478149414,-0.02,0.09,-0.05
3.934237003326416,0.04,0.05,-0.05
3.9445199966430664,0.09,0.02,-0.05
3.9541149139404297,0.12,-0.01,-0.06
3.965291976928711,0.13,-0.04,-0.06
3.976853132247925,0.12,-0.05,-0.06
3.984055995941162,0.1,-0.05,-0.06
3.9945430755615234,0.07,-0.04,-0.06
4.012234210968018,0.02,-0.02,-0.05
4.015255928039551,-0.03,-0.01,-0.04
4.018763065338135,-0.06,-0.0,-0.03
4.029040098190308,-0.09,-0.01,-0.03
4.038774013519287,-0.11,-0.03,-0.03
4.048772096633911,-0.12,-0.04,-0.02
4.058901071548462,-0.11,-0.05,-0.01
4.068485260009766,-0.11,-0.02,-0.0
4.081484079360962,-0.11,0.01,0.01
4.088853120803833,-0.09,0.04,0.02
4.105643033981323,-0.05,0.06,0.02
4.108689069747925,-0.02,0.08,0.03
4.118720054626465,0.01,0.1,0.03
4.128600120544434,0.03,0.13,0.03
4.138629913330078,0.03,0.14,0.02
4.148818016052246,0.01,0.08,0.01
4.158473014831543,0.0,0.0,0.0
4.170444011688232,0.0,-0.05,-0.0
4.178552150726318,0.01,-0.07,-0.01
4.189053058624268,0.04,-0.05,0.0
4.207759141921997,0.08,0.1,0.04
4.210165977478027,0.08,0.1,0.04
4.218263149261475,0.09,0.14,0.04
4.228189945220947,0.09,0.13,0.03
4.238437175750732,0.08,0.09,0.02
4.2482829093933105,0.05,0.04,0.0
4.258522033691406,0.01,-0.0,-0.01
4.268800258636475,-0.02,-0.02,-0.02
4.281022071838379,-0.03,-0.03,-0.02
4.291842937469482,-0.02,-0.02,-0.01
4.310616970062256,0.01,0.0,0.02
4.313179016113281,0.01,0.0,0.02
4.31795597076416,0.01,0.01,0.04
4.32809591293335,-0.0,0.02,0.04
4.3383190631866455,-0.03,0.01,0.04
4.349292039871216,-0.07,-0.01,0.02
4.358058929443359,-0.08,-0.03,-0.0
4.367893218994141,-0.07,-0.03,-0.02
4.378386974334717,-0.05,-0.01,-0.03
4.390249252319336,-0.01,0.04,-0.03
4.411046028137207,0.04,0.08,-0.02
4.413590908050537,0.04,0.08,-0.02
4.418332099914551,0.04,0.02,-0.01
4.427893161773682,0.05,-0.06,0.01
4.437428951263428,0.05,-0.12,0.04
4.448022127151489,0.06,-0.16,0.06
4.457852125167847,0.04,-0.16,0.08
4.467605113983154,0.02,-0.08,0.08
4.4796531200408936,-0.01,0.1,0.07
4.491368055343628,-0.05,0.22,0.04
4.509840965270996,-0.09,0.18,-0.06
4.512506008148193,-0.09,0.18,-0.06
4.5175840854644775,-0.06,0.15,-0.09
4.527766227722168,-0.01,0.11,-0.08
4.538198947906494,0.04,0.07,-0.05
4.547481060028076,0.09,0.03,0.01
4.557721138000488,0.13,-0.03,0.07
4.567346096038818,0.14,-0.1,0.12
4.5779619216918945,0.12,-0.17,0.14
4.591393947601318,0.1,-0.18,0.14
4.611128091812134,0.03,-0.0,0.09
4.613769054412842,0.03,-0.0,0.09
4.618889093399048,-0.02,0.12,0.07
4.62906813621521,-0.1,0.19,0.05
4.638625144958496,-0.15,0.16,0.04
4.648668050765991,-0.18,0.09,0.03
4.658424139022827,-0.18,0.04,0.01
4.668399095535278,-0.15,0.01,-0.0
4.679196119308472,-0.09,0.03,-0.01
4.692080974578857,-0.05,0.08,-0.02
4.71067214012146,-0.0,0.09,0.0
4.713237047195435,-0.0,0.09,0.0
4.718429088592529,0.01,0.04,0.01
4.728630065917969,0.02,0.01,0.02
4.738470077514648,0.04,0.02,0.02
4.748432159423828,0.06,0.05,0.03
4.7586541175842285,0.08,0.1,0.03
4.768898963928223,0.08,0.12,0.03
4.778511047363281,0.06,0.07,0.03
4.792023181915283,0.03,-0.01,0.02
4.810348033905029,-0.04,-0.12,-0.01
4.812085151672363,-0.04,-0.12,-0.01
4.81813907623291,-0.06,-0.1,-0.01
4.827980041503906,-0.06,-0.01,-0.01
4.83807110786438,-0.04,0.08,-0.02
4.848649024963379,-0.01,0.14,-0.04
4.858105182647705,0.03,0.14,-0.06
4.868697166442871,0.06,0.08,-0.07
4.880491256713867,0.07,0.01,-0.07
4.888719081878662,0.06,-0.03,-0.06
4.907238960266113,0.03,0.0,-0.01
4.909826040267944,0.03,0.0,-0.01
4.918421030044556,0.01,0.04,0.01
4.927914142608643,-0.02,0.04,0.01
4.9376420974731445,-0.03,0.02,0.01
4.947995185852051,-0.04,0.0,-0.0
4.957726001739502,-0.03,0.0,-0.01
4.967503070831299,-0.03,0.04,-0.02
4.980320930480957,-0.02,0.1,-0.02
4.988371133804321,-0.03,0.14,-0.02
5.009426116943359,-0.06,0.04,-0.04
5.010969161987305,-0.06,0.04,-0.04
5.017391204833984,-0.06,-0.02,-0.05
5.027894973754883,-0.05,-0.06,-0.04
5.037519931793213,-0.02,-0.05,-0.02
5.047637939453125,0.01,-0.03,0.01
5.057525157928467,0.05,0.02,0.04
5.0675950050354,0.08,0.07,0.05
5.0793352127075195,0.08,0.1,0.04
5.087677001953125,0.05,0.09,0.03
5.105018138885498,0.01,0.04,-0.0
5.108042240142822,-0.04,0.0,-0.02
5.117398023605347,-0.08,-0.03,-0.04
5.127470016479492,-0.1,-0.01,-0.03
5.137458086013794,-0.08,0.04,-0.01
5.147314071655273,-0.04,0.1,0.02
5.15758204460144,-0.01,0.09,0.04
5.1673150062561035,0.01,0.03,0.05
5.178925037384033,0.04,-0.03,0.04
5.190925121307373,0.06,-0.09,0.03
5.209613084793091,0.08,-0.1,0.01
5.212486028671265,0.08,-0.1,0.01
5.217229127883911,0.09,-0.03,0.0
5.2274861335754395,0.1,0.07,-0.0
5.237090110778809,0.08,0.13,-0.01
5.247061252593994,0.06,0.13,-0.02
5.257117033004761,0.03,0.1,-0.03
5.268048048019409,-0.0,0.07,-0.03
5.277201175689697,-0.03,0.03,-0.03
5.290847063064575,-0.04,0.02,-0.01
5.308625221252441,-0.01,0.06,0.0
5.310679912567139,-0.01,0.06,0.0
5.3167500495910645,0.0,0.04,0.0
5.327236175537109,0.03,0.0,0.0
5.336936950683594,0.06,-0.0,-0.0
5.347027063369751,0.09,-0.0,0.0
5.357181072235107,0.11,0.02,0.01
5.366743087768555,0.11,0.04,0.02
5.376611232757568,0.09,0.08,0.02
5.390919208526611,0.06,0.09,-0.0
5.408803939819336,-0.04,0.02,-0.05
5.410542011260986,-0.04,0.02,-0.05
5.416609048843384,-0.07,0.01,-0.08
5.426851034164429,-0.08,0.04,-0.07
5.436498165130615,-0.07,0.08,-0.05
5.446726083755493,-0.05,0.14,-0.01
5.4564032554626465,-0.02,0.17,0.03
5.466362953186035,-0.0,0.17,0.04
5.478070259094238,0.01,0.14,0.04
5.490478992462158,0.03,0.09,0.04
5.5088560581207275,0.03,0.0,0.02
5.510622024536133,0.03,0.0,0.02
5.516097068786621,0.03,-0.02,0.02
5.525973081588745,0.03,-0.02,0.02
5.536163091659546,0.03,0.01,0.02
5.546050071716309,0.03,0.03,0.01
5.555950164794922,0.03,0.06,-0.0
5.568722248077393,0.03,0.11,-0.01
5.578447103500366,0.02,0.15,-0.02
5.586315155029297,-0.01,0.17,-0.02
5.607638120651245,-0.07,0.14,-0.04
5.6093480587005615,-0.07,0.14,-0.04
5.616018056869507,-0.08,0.12,-0.04
5.626388072967529,-0.07,0.11,-0.04
5.636115074157715,-0.05,0.09,-0.02
5.646005153656006,-0.03,0.08,0.0
5.655985116958618,-0.01,0.05,0.01
5.667970180511475,-0.01,0.0,0.01
5.677457094192505,-0.02,-0.03,-0.0
5.686435222625732,-0.04,-0.04,-0.01
5.705479145050049,-0.07,0.03,-0.01
5.708133220672607,-0.07,0.03,-0.01
5.715898036956787,-0.04,0.07,0.0
5.726016044616699,-0.01,0.09,0.01
5.7358479499816895,0.01,0.11,0.02
5.745674133300781,0.01,0.11,0.01
5.7555952072143555,-0.0,0.08,-0.01
5.76651406288147,-0.04,0.04,-0.02
5.777202129364014,-0.07,0.0,-0.03
5.786281108856201,-0.09,-0.02,-0.02
5.8059611320495605,-0.1,-0.02,0.01
5.808667182922363,-0.1,-0.02,0.01
5.815727233886719,-0.09,-0.02,0.03
5.827216148376465,-0.08,-0.01,0.03
5.835320949554443,-0.05,0.01,0.03
5.845393180847168,-0.01,0.03,0.02
5.855432987213135,0.03,0.05,0.01
5.865495204925537,0.07,0.06,-0.0
5.877763032913208,0.09,0.07,-0.01
5.886606216430664,0.09,0.07,-0.02
5.907869100570679,0.04,0.04,-0.03
5.909666061401367,0.04,0.04,-0.03
5.9153032302856445,0.0,0.01,-0.04
5.925320148468018,-0.04,-0.02,-0.03
5.93517804145813,-0.06,-0.02,-0.02
5.945012092590332,-0.06,-0.01,-0.0
5.95515513420105,-0.06,0.01,0.01
5.965620994567871,-0.05,0.01,0.02
5.977289199829102,-0.02,-0.0,0.02
5.985481023788452,0.0,0.0,0.02
6.004762172698975,0.04,0.04,0.0
6.0074241161346436,0.04,0.04,0.0
6.015064239501953,0.04,0.06,-0.0
6.025026082992554,0.03,0.09,-0.01
6.0349440574646,-0.01,0.1,-0.01
6.0449841022491455,-0.06,0.1,0.0
6.0547661781311035,-0.11,0.08,0.01
6.065429210662842,-0.13,0.05,0.02
6.076051235198975,-0.13,0.01,0.02
6.0849609375,-0.1,-0.03,0.02
6.104278087615967,-0.0,-0.05,0.02
6.106882095336914,-0.0,-0.05,0.02
6.114735126495361,0.05,-0.03,0.02
6.124898910522461,0.09,-0.02,0.01
6.134793043136597,0.12,-0.01,0.01
6.1444292068481445,0.12,-0.02,-0.0
6.154508113861084,0.1,-0.01,-0.01
6.164509057998657,0.06,0.0,-0.02
6.177751064300537,0.02,0.02,-0.03
6.187452077865601,-0.03,0.04,-0.04
6.206624984741211,-0.11,0.03,-0.06
6.2081990242004395,-0.11,0.03,-0.06
6.215702056884766,-0.13,-0.02,-0.07
6.224798202514648,-0.12,-0.06,-0.06
6.23447322845459,-0.1,-0.09,-0.05
6.244387149810791,-0.07,-0.08,-0.02
6.254225254058838,-0.03,-0.04,0.01
6.264376163482666,0.0,-0.01,0.03
6.274723052978516,0.02,-0.01,0.05
6.286073207855225,0.02,-0.04,0.05
6.306227207183838,-0.0,-0.16,0.02
6.307796001434326,-0.0,-0.16,0.02
6.314235210418701,-0.01,-0.18,-0.0
6.32457709312439,-0.0,-0.15,-0.01
6.334183216094971,-0.01,-0.09,-0.02
6.3441290855407715,-0.03,-0.04,-0.01
6.354203224182129,-0.07,-0.0,0.01
6.366037130355835,-0.11,0.01,0.0
6.376902103424072,-0.14,-0.0,-0.01
6.3867411613464355,-0.18,-0.05,-0.03
6.396177053451538,-0.21,-0.11,-0.04
